Dynasty,Author,Title,Content,lable
Ming,王翃,人有谓余老者感作,一身不遇家屡空，谈诗说剑心何雄。少年虽去壮还在，出门千里轻飞蓬。饮酒多欢侠游子，寻花常宿倡楼中。半生为乐不知病，两耳忽患今春聋。梳头遂见发初短，照面恰怪颜无红。往还后生最轻薄，笑云似尔当称翁。繁华零落尽朝菌，吟叹啾唧来秋虫。天地那能禁我老，文章可惜令人穷。一丘一壑几时住，世上岂有真乔松。,5
NanBei,卢询祖,中妇织流黄,别人心已怨，愁空日复斜。然香望韩寿，磨镜待秦嘉。残丝愁绩烂，馀织恐缣赊。支机一片石，缓转独轮车。下帘还忆月，挑灯更惜花。似天河上景，春时织女家。,1
NanBei,何承天,其十二 上邪篇,上邪下难正，众枉不可矫。音和响必清，端影所以亡。汉宣隆中兴，魏祖宁三方。譬彼针与石，效疾而称良。行苇非不厚，悠悠何讵央。琴瑟时未调，改弦当更张。矧乃治天下，此要安可忘。,1
Ming,方豪,送章子发至雷岭,山中春独早，枕上雨初晴。泉响妨人语，花明照客行。野老杯盘洁，溪风杖屦轻。孤琴余万里，此别最关情。,5
Qing,王鸣雷,岘山怀古,断桥斜日出云津，访古登临感慨频。鹦鹉不吟梁浦月，铜鞮空唱岘山春。雍台树色西连楚，樊口桃花北向秦。下马便寻羊叔子，看碑几度欲沾巾。,6
Qing,王韵梅,南浦 秋水，用玉田韵,枫冷落吴江，漾涟漪一镜，澄清初晓。云梦到潇湘，芙蓉外、一段清愁难扫。苍茫独立，半空飞下鱼云小。旧日莲塘零落尽，剩有蘋花蓼草。芦汀荻渚舟横，问季鹰归未，莼鲈误了。落日古荒湾，西风里，空溯浣衣人到。馀情渺渺，洞庭木叶波生悄。行遍陂塘三十六，消尽秋心多少。,6
Ming,王鏊,哭逊之振之兄三首 其一,吾生终鲜甚，尚赖两三君。故国多时别，凶音隔岁闻。天涯相顾影，日暮独怀群。南望无穷泪，青山空白云。,5
Yuan,王旭,大江东去 登鲸川楼,飞楼缥缈，疑行云、势压鲸川雄杰。宾主落成登眺日，正是炎蒸时节。把酒临风，凭栏一笑，忘尽人间热。四围烟树，万家金碧重叠。休问去棹来帆，南商北旅，欢会并离别。且向樽前呼翠袖，歌取阳春白雪。千古兴亡，百年哀乐，天远孤鸿减。酒阑人散，角声吹上明月。,4
Yuan,李桓,越国进西施图 其一,一笑端令国为倾，春风歌舞学初成。此行便觉吴为沼，战胜何须十万兵。,4
Ming,王尚綗,和商寅长雨后韵,雨后寻幽会，相逢复故人。高秋净绮席，澹月散芳邻。汝水春来兴，京华岁暮身。登楼无限思，肯厌去来频。,5
Ming,王崇庆,赠沈绶归海虞,吴门城上山，虎丘山下水。春花晓莺啼，念子在言里。,5
Ming,王象艮,豫让桥,义士负奇节，所重在知己。让也慷慨流，恩仇惟一匕。将以酬智伯，势必危襄子。一往志不返，肯以彼易此。所重者一言，所轻者一死。荒桥至今在，过者犹兴起。立马对斜阳，汤汤听汾水。,5
Yuan,方樗,题吴景禧栖碧楼,白叟无人识，青山是故知。一从觞菊后，两过浴兰时。入暑重逢此，追凉约更谁。清风觉相变，未忍数归期。,4
Ming,王邦畿,江村失道,独行山日落，烟雾障平原。前路踟蹰处，归林鸟雀喧。路边方拱立，田父为予言。更自过云谷，松坳道者园。,5
Tang,朱湾,同达奚宰游窦子明仙坛（一作同张明府游仙台）,松桧阴深一径微，中峰石室到人稀。仙官不住青山在，故老相传白日飞。华表问栽何岁木，片云留著去时衣。今朝茂宰寻真处，暂驻双凫且莫归。,2
Qing,毛师柱,方山阻风,征帆早喜到江东，凝望乡关咫尺通。岂谓三朝又三暮，依然愁水复愁风。空馀山色烟波外，枉却秋光道路中。但得快哉旗脚转，更何分别问雌雄。,6
Yuan,释文信,题赵彦徵画,吴兴之山弁山好，碧嶂丹崖净如扫。云开影落水晶宫，妙处不传休草草。玉堂学士文敏孙，笔意惨淡深讨论。大峰扬旗出天阙，小峰倒翅如鹏抟。清溪过雨泉声壮，茅屋疏林更萧爽。他年此地巢云松，一笑人间脱尘鞅。,4
Yuan,王士熙,其五,美酒朝朝熟，佳宾日日来。玉卮擎雨露，翠衲拂尘埃。预恐春城闭，先教晚骑回。只今行乐地，飞絮落莓苔。,4
Yuan,王钝,蒙亳道中,半生空落魄，千里几迍邅。有梦庄周蝶，无缘老子仙。草花开霁雪，野树郁晴烟。风景乡关近，毋劳听杜鹃。,4
Yuan,汪元量,杭州杂诗和林石田 其一,石田林处士，吟境静无尘。乱后长如醉，愁来不为贫。饭蔬留好客，笔砚老斯人。近法秦州体，篇篇妙入神。,4
Ming,史可法,忆母（时督兵白洋河）,母在江之南，儿在淮之北。相逢叙梦中，牵衣喜且哭。,5
Ming,王道通,征人妇,离愁压黛老铅华，荡子从戎不到家。万里请缨随铁骑，十年横剑阻金沙。书封青锁春深泪，灯落红闺夜半花。正是断魂眠未得，绿槐风雨数声鸦。,5
Yuan,叶兰,出塞吟寿达丞相,白雪满天山，将军出汉关。铙歌辽水上，转战敌尘间。夜月严营静，秋风牧马閒。归当铭碣石，功业复谁攀。,4
Yuan,吴镇,郭忠恕仙山楼观,叠嶂云仍起，崇山境转幽。溪云千顷雪，松籁一林秋。长啸临朱阁，清游卧石楼。桥回泉溜远，消尽古今愁。,4
Ming,王士昌,酒岛流霞,日气蒸林花气香，清樽林麓坐徜徉。漱流云午川容澹，藉草烟和石发长。晋代兰亭唯曲水，习家池馆即高阳。疏庸转畏时名在，不道当歌醒更狂。,5
Ming,丁鹤年,登北固山多景楼,风月无边地，乾坤有此楼。城随山北固，潮蹴海西流。眼界宽三岛，胸襟隘九州。阶前遗狠石，谁复话安刘。,5
NanBei,江淹,贻袁常侍诗,昔我别楚水，秋月丽秋天。今君客吴坂，春色缥春泉。幽冀生碧草，沅湘含翠烟。铄铄霞上景，懵懵云外山。涉江竟何望，留滞空采莲。驻情光气下，凝怨琴瑟前。珠贝性明润，兰玉好芳坚。不以宿昔岨，怀愧期暮年。,1
Tang,上官仪,咏雪应诏,禁园凝朔气，瑞雪掩晨曦。花明栖凤阁，珠散影娥池。飘素迎歌上，翻光向舞移。幸因千里映，还绕万年枝。,2
Ming,叶向高,其三,夜雨寒灯自䌟纑，空留一线荅劳劬。只今彤管新褒在，千载人间说义姑。,5
Tang,宋以后著作中所载唐代神仙鬼怪诗,凤凰台兽相和歌（题拟） 其一,纤阿敛照窗风起，渐觉霜寒逼玉床。幽恨从来无早暮，不知宵漏向人长。,2
WeiJin,殷仲堪,游园赋,尔乃杖策神游，以咏以吟。落叶掩蹊，果下成林。,0
Tang,王丘,咏史,高洁非养正，盛名亦险艰。伟哉谢安石，携妓入东山。云岩响金奏，空水滟朱颜。兰露滋香泽，松风鸣佩环。歌声入空尽，舞影到池闲。杳眇同天上，繁华非代间。卷舒混名迹，纵诞无忧患。何必苏门子，冥然闭清关。,2
Song,郊庙朝会歌辞,其二 群臣举酒用《正安》,簪绂若云屯，晨趋阊阖门。侁侁罗禹会，济济奉尧樽。周礼观明备，天仪仰睟温。高卑陈表著，同拱帝王尊。,3
Song,方洵武,题宁国院十全堂,卢扁不世出，死生非在人。草木孕妙理，金玉潜至神。用之固有序，品制非君臣。世之挟术者，不啻空中尘。悉以利自售，幽枉何由伸。韫公药之师，所得无非真。构堂备观寂，榜墨如堆云。再味维摩言，深悯芭蕉身。我病众生病，当推病之因。诸幻起诸妄，勿药常欣欣。,3
Tang,李隆基,轩游宫十五夜,行迈离秦国，巡方赴洛师。路逢三五夜，春色暗中期。关外长河转，宫中淑气迟。歌钟对明月，不减旧游时。,2
Yuan,仇远,其二,上人家海上，喜从名山游。昔闻三茅君，隐在千峰头。霜寒草木瘦，岁晚泉石幽。不见梁丘伯，使我心悠悠。,4
Ming,丘浚,挽全州蒋隐君友人蒋良之父,高人厌世氛，一夕敛天真。花落閒庭晚，鸟啼空谷春。药囊馀旧剂，茶灶冷香尘。埋玉湘江上，悲风起白蘋。,5
Song,史瑜,兴庆池禊宴,池馆春光欲禁烟，芳辰修禊集群贤。茂林深处森冠剑，清籁鸣时当管弦。召伯甘棠分陕地，羊公风景岘山前。诗成莫讶天机俊，潜握人间造化权。,3
Yuan,汪梦斗,巧节,新凉溯晚风，一笑偶相同。有景如荒野，无云障太空。涓涓渠水绿，树树蓼花红。星会俄已过，风光叹转蓬。,4
Ming,王溱,其二,乾坤开胜概，我辈合登高。岁月孤鸿迹，云霄双凤毛。秋光山掩映，雨意境萧骚。异景仍佳节，踟蹰共浊醪。,5
Qing,丁尧臣,其二,天连湖水碧，远树隔村微。征雁几行急，秋风何处归。波摇帆影活，云带夕阳飞。多少间鸥鹭，应怜作客非。,6
Qing,方鹤斋,春日杂感和程佛肩陈佐卿原韵八首 其一,雕鞍何处带禽归，再向闾阎杀一围。猎骑不因擒贼去，饥鹰只解傍人飞。生儿豚犬名堪借，占岁鳏鱼梦已非。搜粟岂烦囷自指，将军有令莫轻违。,6
Tang,僧远公,伤悼前蜀废国,乐极悲来数有涯，歌声才歇便兴嗟。牵羊废主寻倾国，指鹿奸臣尽丧家。丹禁夜凉空锁月，后庭春老谩开花。两朝帝业都成梦，陵树苍苍噪暮鸦。,2
Ming,王邦畿,留别,落日荒郊远，高天古渡寒。未潮先候信，有酒且同欢。水白渔镫湿，霜黄海气乾。乡心与朋好，去住两情难。,5
Song,史声,句,施食池腥龙戏钵，长明灯暗鼠偷油。,3
Song,王汶,其三,浮荣安可搴，高蹈何恨早。处则为远志，出则为小草。脩名随风翔，嘉遁若龙矫。栖迟二十年，匣此不世宝。灏露团红兰，凉吹发清昊。因知吐芳讯，慰我夙昔抱。,3
Yuan,王思廉,昭君出塞图,黄沙堆雪暗龙庭，马上琵琶掩泪听。汉室禦戎无上策，错教红粉怨丹青。,4
Yuan,李材,禁城秋夕,绛宫星澹海无波，九陌犹闻动玉珂。阊阖微云藏夕漏，建章明月挂秋河。此身天地流萍远，故国关山落木多。欲听钧天尘梦隔，紫箫吹尽桂婆娑。,4
Ming,王思任,兴济八月望,清汉伤心碧，寒光泼眼明。海应添万里，天亦爱中秋。瓜饼皆知俗，关山自有愁。安能还客夜，尽挂各家楼。,5
NanBei,王仲雄,懊侬曲歌,常叹负情侬，郎今果行许。君行不净心，那得恶人题。,1
Ming,方维仪,春雨,春江新雨到窗西，云暗山光远树迷。零落梨花飞欲尽，故园应有鹧鸪啼。,5
Yuan,石盏德玉,隔尾,你道是无钱的子弟那𥚃迎丧殡云：你兀自戏说哩。唱：。这须是你爱钱的虔婆送了人。卜儿云：这亡化的。不知是婆娘是汉子。正旦唱：那亡化的婆娘不须你问。卜儿云：不知他偌大年纪了。正旦唱：多管是未及到五旬。卜儿云：为甚的无个亲眷那。正旦唱：你道为甚的无个六亲。卜儿云：不知害甚么病死了那。正旦唱：想则为那苦剋瞒心钞儿上紧。,4
Ming,尹瑾,飞来寺,飞来梵宇倚苍穹，晴日江山隐翠丛。犀落渺然金锁断，猿归何处玉环空。瑶阶树色涵寒露，石涧泉声濑晚风。云散香台仙迹迥，萋萋芳草绕琼宫。,5
Qing,孔继鑅,赠别姚燮诗 其一,三载不见君，见君骨仍瘦。形体消岁年，岂独裳衣旧？往岁人中聚，中情两未究。今与结绸缪，君味真醇酎。万物日动摇，谁似太行寿？开门揖太行，苍翠自天构。尔我复何为，憔悴尘中走？,6
Tang,李世民,其七,落日双阙昏，回舆九重暮。长烟散初碧，皎月澄轻素。搴幌玩琴书，开轩引云雾。斜汉耿层阁，清风摇玉树。,2
Yuan,宇文公谅,题赵魏公幼舆丘壑图二首 其一,浊世公子何翩翩，风流丘壑妙当年。无端却被邻娃恼，不废啸歌犹自贤。,4
Qing,方佺,锦堂春 立春,昨日腊残椒酒，今宵冰解东风。一年花事从头起，次第看欹红。梅绽香飞宫额，柳开翠压眉峰。小廊长日添如线，春色绣帘栊。,6
Ming,丁一中,初秋月下小集限韵,共集高斋晚，清樽照眼明。云开天际月，秋入海边城。未尽追欢意，还惊欲别情。莫辞终夜醉，况是瘴烟清。,5
Song,王钦臣,与秦少游于恭敏李公闲燕堂联句,黄叶山头初带雪，绿波尊酒暂回春。已闻璧月琼枝句，更看朝云暮雨人。老愧红妆翻曲妙，喜逢佳客放怀新。天明又出桃源去，仙境何时再问津。,3
Song,崖州女子,咏花扇,团扇画方新，金花照席茵。那缘灯下见，更值月中人。,3
Tang,包何,和程员外春日东郊即事,郎官休浣怜迟日，野老欢娱为有年。几处折花惊蝶梦，数家留叶待蚕眠。藤垂宛地萦珠履，泉迸侵阶浸绿钱。直到闭关朝谒去，莺声不散柳含烟。,2
Song,鄱阳妇人,题黄连步接官亭壁,故里萧条一望间，此身飘泊叹空还。感时有恨无人说，愁敛双蛾对暮山。,3
Ming,王沂,军中秋夜感赋,剑拂寒光子夜秋，屯云戎马尚淹留。时催雁字归炎极，谁补龙章侍冕旒。天宇渐清尘土梦，秋声偏动野人讴。月明自是孤吟侣，迢递何心上庾楼。,5
Tang,吕岩,其八,我悟长生理，太阳伏太阴。离宫生白玉，坎户产黄金。要主君臣义，须存子母心。九重神室内，虎啸与龙吟。,2
Ming,王行,寄陈惟允,时否贤才隐，年饥瘦稚啼。倦游同缩猬，起舞讶闻鸡。秘语推图谶，荒愁怯鼓鼙。磨碑求著作，先与草淮西。,5
Tang,敦煌人作品,其三 莫高窟咏,雪岭干青汉，云楼架碧空。重开千佛刹，旁出四天宫。瑞鸟含珠影，灵花吐蕙丛。洗心游胜境，从此去尘蒙。,2
Tang,李百药,咏萤火示情人,窗里怜灯暗，阶前畏月明。不辞逢露湿，祗为重宵行。,2
Ming,王撰,赠杜于皇,忆自分携历变更，访君曾过石头城。人惊夔府贫来句，世重樊川乱后名。此地溪山千里梦，今宵尊酒廿年情。西陵放棹乘秋涨，好待荒郊泛月明。,5
Tang,吕岩,其十五,二十四神清，三千功行成。寒云连地转，圣日满天明。玉子偏宜种，金田岂在耕。此中真妙理，谁道不长生。,2
Yuan,吕思诚,其四 东渡春澜,东门东渡柳青青，雨后晴澜春水生。月影流来波影碧，浪花飞起雪花轻。涟漪忽动鱼翻藻，浩荡初开凫啑萍。终日静观还有得，层层天色一舟横。,4
Tang,王缙,与卢员外象过崔处士兴宗林亭,身名不问十年馀，老大谁能更读书。林中独酌邻家酒，门外时闻长者车。,2
Qing,王夫之,不寐,夜火榜人惊，江沙依舸平。落花逢昨日，潮月应初生。芳草空凝望，绿云讵有情。含凄愁梦杳，鱼柝警严城。,6
WeiJin,无名氏,赤雀辞,安公安公。冶与天通。七月七日。迎汝以赤龙。,0
NanBei,鲍至,奉和往虎窟山寺诗,神心眷物序，访道绝尘嚣。林疏盖影出，风去管声遥。息徒依胜境，税驾上山椒。年还节已仲，野绿气方韶。短叶生乔树，疏花发早条。远峰带云没，流烟杂雨飘。复兹承乏者，颁名厕末僚。愿藉连河涧，庶影慧灯昭。一知衣内宝，衣惭兹地辽。,1
Ming,王在晋,朝阳洞 其一,朝瞰云脚悬，须臾电光出。才报五更钟，已见峰头日。,5
Yuan,宋道,次范药庄韵,家近西湖六月凉，兰舟桂醑芰荷裳。海门潮上波涛壮，天竺风来草木香。今日悲秋哦楚些，他年著论辨吴亡。君才位置闻人说，宜在诗仙七宝床。,4
Tang,僧子兰,寄乾陵杨侍郎,冷落官资不畏贫，司曹且共内官分。步量野色成公案，点检樵声入奏闻。陵庙路因朝去扫，御炉香每夜来焚。碑寒树古神门上，管得无穷空白云。,2
NanBei,朱超,奉和登百花亭怀荆楚诗（《诗纪》云。和元帝。）,亭高登望极，春心远近同。莫恨荆台隐，云行不碍空。柳色浮新翠，兰心带浅红。若因鹏举便，重上龙门中。,1
Yuan,石盏德玉,金盏儿,他见兔儿飏鹰鹯。𠳁羊骨不嫌膻。常则是肉吊窗放下遮他面。动不动便抓钱。只怕你脑门边着痛箭。胳膊上惹空拳。那其间羞归明月渡。懒上载花船。,4
Tang,王俊,句,胜日登楼望，山川一半春。,2
Ming,王一鸣,泊九江,泽畔吟迁客，云边认郡名。天扶惊浪转，秋共放船清。山密无劳问，江长不肯平。柁楼城下泊，旅饭月初生。,5
Yuan,尚仲贤,仙吕端正好,他服孝整三年。事急也权那做三日。此事着后代人知。则这英雄能尽君臣礼。待他投降后凯歌回。卸兵甲载旌旗。还紫禁到丹墀。做个龙虎风云会同下。,4
Ming,王鏊,其二,小圃今何似，还成步步瑶。兴如行灞岸，愁似泊枫桥。饥啅鸟啼柳，迷寻鹿覆蕉。悬知连日雪，小径没人腰。,5
Yuan,狄君厚,牧羊关,他父亲牵肠肚。咱两个哥废口。他子父每更歹杀呵痛关着骨肉。待将他摘胆剜心。怎做的不伤怀袖。触突着皇后合依平论。冒突着天子合问缘由。伤毒着宫婢非为罪。药煞神獒直甚狗。,4
Tang,王龟,句,珠箔卷繁星，金樽泻月明。,2
Yuan,王景贤,句,今日所蒙稽古力，自天而不拜恩荣。,4
Yuan,阿鲁威,双调 少司命,正秋兰九畹芳菲，共堂下蘼芜，绿叶留荑。趁驾回风，逍遥云际，翡翠为旗。悲莫悲兮君远将离，乐莫乐兮与女新知。一扫氛霓，晞发阳阿，洗剑天池。,4
WeiJin,李皓,贤明鲁颜回颂,问一洞十，达于神机，用舍行藏，配德圣师。,0
Ming,王韦,游梅冈和石亭韵,将军埋甲处，登望一凄然。江映杯光动，岚消剑气悬。郊坰摧草树，时序变风烟。惟有翻经阁，还开落照边。,5
Yuan,芝麻李,题留连亭,忆昔曾为海上豪，胭脂马上赤连刀。此地斩分陈总管，彼时斫断莫军曹。固知今日由天定，方信当年漫自劳。英雄每每无常在，战袍著尽又方袍。,4
Ming,王在晋,登千佛山,春郊积翠锦云连，嫩绿新黄色色鲜。千佛莲花香带雨，孤城雉堞翠生烟。高峰东锁华泉水，飞瀑平分历下田。忆昔旻天呼不应，牛羊畎亩苦胝胼。,5
Yuan,耶律楚材,用刘润之乞冠韵,隐逸养幽慵，飘萧两鬓蓬。角巾折暮雨，醉帽落秋风。避暑挂石上，衔杯鹿酒中。忘机任真率，露顶向王公。,4
Yuan,朱浚,其二,暑梦虫虫似醉中，片云挟雨过长空。不知秋色来多少，分数煖凉卜晚风。,4
Tang,田澄,成都为客作,蜀郡将之远，城南万里桥。衣缘乡泪湿，貌以客愁销。地富鱼为米，山芳桂是樵。旅游唯得酒，今日过明朝。,2
WeiJin,伏滔,望涛赋,若夫金祗理辔，素月告望。宏涛于是郁起，重流于是电骧。起沙渟而迅迈，触横门而克壮。灌江津而砰磕，鼓赤岸而激扬。郁律烟腾，隗兀连罡。重叠巇而天竦，洄澼而起涨。,0
Song,可旻,其八,为厌娑婆求净土。驰情送想存朝暮。谁信不劳移一步。西方去。楼台隐隐云深处。珠网为光华作雨。金沙布地无尘土。怎不教人思去路。心专注。坐观落日如悬鼓。,3
Yuan,王实甫,小桃红,水声山色两模糊。閒看云来去。则我怨结愁肠对谁诉。自踌躇。想这场烦恼都也由咱取。感今怀古。旧荣新辱。都装入酒葫芦。,4
Yuan,王晔,后庭花,你则管𥚃絮叨叨说事头。舌剌剌不住口。你便待准备着哭啼啼长休饭。伯伯也咱与你换上这喜孜孜欢庆酒。休得要泪交流。我着你依前如旧。包管你病羊儿奔似虎彪。困鱼儿脱了钓钩。彭大云：我那周公开了三十年卦铺。止算差的一个。你怎么道他又算差了。正旦唱：倒将咱佯不瞅。说周公百事有。转阴阳得自由。更山川变宇宙。,4
WeiJin,曹毗,郗公墓诗,青松罗前隧，翠碑表高坟。玉颜无馀映，蕙风有馀薰。,0
Ming,王粹,送同寅王三尹归豫章,岩花灼灼黍离离，正我东桥送客时。一曲骊歌情不尽，岭南天外白云飞。,5
Song,孔武仲,过淮,积雨虽收霁，清淮更渺茫。地形真水府，波面似钱塘。云日侵衣淡，天风入袖凉。轻舆过南岸，转觉近家乡。,3
Qing,尹推,寓怀,病中常掩户，何物与相随。夫子寒泉录，浔阳处士诗。桑茶宜解渴，禾胜可疗饥。更有忘忧事，儿孙学字时。,6
Qing,方文,会试榜发，久不得报，有怀同社诸子,诸生皆耆旧，亡何试礼闱。便应骧首去，未许倦怀归。辇下新朝服，山中老布衣。高鹏与低鴳，各自一行飞。,6
Ming,毛莹,丑奴儿令 泊江城柬周安仁,江城日暮炊烟起，且滞归航。试问周郎。曾否呼童典鹔鹴。柴门莫掩吾来也，旗鼓谁当。独饮无妨。四脏犹堪作酒狂。,5
Yuan,李溥光,代王城,一脉金波唤作泉，孤城小小带疏烟。从容三让登车后，黼黻炎刘四百年。,4
Ming,王弘诲,其二,塞漠烽烟靖，升平乐事多。那堪霈下驿，已作逝川波。皇运应中阻，天心竟若何。向来供奉处，犹想属车过。,5
Song,史文卿,其二,素与梅花自有缘，又移几本种庭前。镜中一半閒风月，不属王郎载雪船。,3
Ming,王梅,凉州曲,记得行时约，言从上党游。昨传书信至，三岁在凉州。,5
Qing,王会汾,札克丹鄂佛浴营观蒙古骑生马歌,札克丹营气萧爽，沙坡澶漫连平壤。诸蕃游骑争驱入，雾鬣风鬃恣来往。呼韩晚上羊臛羹，幔城合奏琵琶筝。曲终更呈舞马戏，奚官碧眼虬髭狞。鞭鞘一拂马齐纵，附尾缘鬃不施鞚。千夫疾跃万夫唱，雪花旋卷尘飞霿。注坡蓦涧走侁侁，舞袂交竿捷有神。忽然坠地势惊绝，双如健鹘翻轻身。举后蹶前双制拽，凌虚制变争尾发。马间出入马不知，逸态雄姿转相发。至尊一顾神浺瀜，人马咸资控驭工。少府金钱服官绮，拜恩蹈舞擎归笼。卡轮竞出寻荒垒，筚篥唤风山月起。御营镫火灿华星，万丈烟光夜凝紫。,6
Ming,僧大遂,赠朱白民,山静犹空劫，惟将木石亲。肯居于此处，岂是等閒人。写竹卖供米，删松破作薪。只因寻异药，衣染别峰尘。,5
Yuan,叶懋,其六 戏马台,项王崛起窥王图，岩壑猛啸千人菟。秦家天下相血视，长鎗大剑还相屠。当年戏马高台下，万骑如云蹴原野。关中赤烬气成虹，帐下悲歌泪盈把。乌江波澜秋声悲，彭城草树秋无辉。汉祖长歌归沛邑，吾宁斗智不斗力。,4
Qing,丁曰健,其二,锦帆开浪逐霞飞，绅庶争迎颂德威。皖豫叠经匡节钺，杭湖犹思驻旌旂。民生多赖同甘苦，家计何心论瘠肥。感格真诚天眷久，近来福寿似公稀。,6
Qing,孔继宣,其三,长至金钱买夏时，素馨何处杳无期。红霞远近花连水，桂楫兰桡雪藕丝。,6
Qing,方登峄,盘中诗,木刻鸠，纸剪马。飞山头，走山下。露贯殊，纫为襦。云裁衣，烂光辉。是耶非，孰辨之。六月桑，吐蚕丝。冬之蕙，茁新枝。尔所思，非其时。素者发，丹者泪。心恻恻，老已至。骨肉残，风雨驶。寸有长，尺有短。双轮驰，不可挽。我所急，天所缓。击瓦鼓，声乌乌。白云满天歌且呼，歌周四角旋中区。,6
NanBei,徐勉,迎客曲,丝管列。舞席陈。含声未奏待嘉宾。罗丝管。舒舞席。敛袖嘿唇迎上客。,1
Yuan,于石,再和潘天英韵,人生一传舍，于世懒蝇营。千古月知己，四时花有情。吟怀今郑綮，家学昔玄成。自适眼前乐，何须身后名。,4
Ming,王汝玉,万松图为华详叔题,夭矫万株松，青山深几重。将为高士操，不受大夫封。风雨经秋夕，冰霜逼岁冬。后凋终自保，桃李若为容。,5
Ming,王翘,秋怀,碧天大火未全收，一雨空庭带叶流。不为无家悲落莫，他乡燕子早知秋。,5
Yuan,周巽,九日偕丘世杰俊宾吴文泰吴仲诚高崇德游石砻 其一,苍壁泻飞瀑，虚亭看挂川。寒声洒松雪，暝色带萝烟。银汉空中落，玉虹岩际悬。壮观逢九日，与子乐盘旋。,4
WeiJin,阮瞻,上巳会赋,临清川而嘉宴，聊暇日以游娱。荫朝云而为盖，托茂树以为庐。好修林之蓊郁，乐草莽之扶疏。列四筵而设席兮，祈吉祥于斯涂。酌羽觞而交酬，献遐寿之无疆。同欢情而悦豫，欣斯乐之恺慷。发中怀而弦歌，托情志于宫商。,0
Song,王之渊,应雪木,木名应雪匪辞誇，比似灵蓍总不差。从昔到今凡几验，一番飞雪一番花。,3
Yuan,李质,樵云五景诗 其一 悠然佳趣,南轩山色最宜秋，积翠千峰宿雨收。对客无言心自得，看云忽悟世俱浮。风烟变态朝还暮，景物娱人去复留。不待淮南去招隐，便应从此赋归休。,4
Tang,岑真人,还丹歌,东方青龙，丙丁甲乙。西方白虎，壬癸凝液。二气舍真，世人难觅。机持此宝，一水一石。灰池焰烁，名除死籍。,2
Tang,李元纮,相思怨,望月思氛氲，朱衾懒更熏。春生翡翠帐，花点石榴裙。燕语时惊妾，莺啼转忆君。交河一万里，仍隔数重云。,2
Ming,王锡爵,渔家傲,芦荻萧萧秋正晚。小舟移处沙汀浅。藕嫩鱼肥莼更软。新酒煖。妻儿列坐周船板。明月满江风似剪。夜寒添著蓑衣短。漫酌缓斟知几碗。星斗转。一声横笛青山远。,5
Yuan,李存,送熊仲瑾之东川山长,葛水多材俊，东川得范模。虽疑官太冷，所幸已非癯。夜月青山句，春风采石壶。平生多古意，因子不能无。,4
Yuan,汪宗臣,稼穑,稼穑病多雨，芜菁种待晴。垒空惊燕去，池净衬鸥明。野碓鸣秋杵，风檐响夜筝。山中凉意早，蚊蚋已无声。,4
Qing,文昭,由畏吾村入磨石口值雨 其一,更入村深处，疏林十里蝉。前山新过雨，隔树远闻泉。吾意思编屋，平生懒问田。是中有佳客，应为访斜川。,6
Qing,王懋竑,其二,奔马不可驭，盘石不可斡。是非反掌间，铅刀贵一割。我心似寒灰，百念俱刊剟。愿更塞其端，绝之在由蘖。,6
Yuan,释自恢,端阳前一日于顾仲瑛席上分题赋得昆山,马鞍山在句吴东，山中佳气时郁葱。层峦起伏积空翠，芙蓉削出青天中。六丁夜半石垒壁，殿阁煌煌绚金碧。响师燕坐讲大乘，虎来问法作人立。天花散雨娑罗树，闻声供命云深处。我时细读孟郊诗，兴来更上龙洲墓。忆昔曾同信信友，七尺枯藤长在手。数年音问堕茫然，顿觉羁怀醉如酒。嗟彼习俗耽欢娱，锦鞯细马红氍毹。画船吹箫挝大鼓，吴儿棹歌越女歈。只今歌乐难再得，面颜已带风尘色。何如张宴溪上楼，山光倒浸湖光白。我爱虎头金粟子，十载论交淡如水。每怀故旧参与商，三老到门惊复喜。我留玉山君即归，天风泠泠吹客衣。人生会合如梦寐，焉能对酒成吁嚱。我歌长歌君起舞，山川信美非吾土。褰裳涉涧采昌阳，且向山中作端午。,4
Ming,王尚綗,期仲默不至孤坐偶书,买宅城西隅，退食惭幽独。闭门芳草閒，谁复怜修竹。凉飙满四邻，海月照山屋。仰视云间鸿，冥飞不可逐。,5
NanBei,费昶,芳树,幸被夕风吹，屡得朝光照。枝低疑欲舞，花开似含笑。长夜路悠悠，所思不可召。行人早旋返，贱妾犹年少。,1
Yuan,佚名,挽嘉兴县丞孙旸谷,旧转黄河粟，频哦赤县松。人方歌蔽芾，公巳主芙蓉。雪暗菟裘地，云深马鬣封。悽其送丹旐，执绋涕无从。,4
Yuan,李寿卿,石榴花,我则见满街人各散东西。一个个吃得醉如泥。鱄诸怒科云：这厮有好汉要打的出来。我和你做个对手。旦儿换卜儿衣服拿拄杖上云：鱄诸。你又来了也。待打谁那。鱄诸怕科云：不敢不敢。正末唱：这妇人必定是那人妻。摄伏尽虎威。鱄诸做跪科云：是鱄诸一时间懆暴。再不敢了也。正末唱：他磕扑的跪在街基。他将这条过头拄杖眕眕的。又不知要怎地施为。鱄诸做悲科云：这个是母亲遗下的训教。是鱄诸的不是了也。旦儿云：鱄诸。你回过背来。鱄诸做回背科：正末唱：他喝一声疾快忙回背。旦儿打科云：一十。二十。三十。正末唱：不歇手连打到二三十。,4
